AA,2008-10-25,21,Weather,85
WN,2008-10-27,41,Weather,92
B6,2008-10-25,43,Weather,169
DL,2008-10-25,74,Weather,9
WN,2008-10-27,80,Weather,1
WN,2008-10-27,80,Weather,39
UA,2008-10-27,81,Weather,53
UA,2008-10-25,95,Weather,18
US,2008-10-27,126,Weather,29
AA,2008-10-25,127,Weather,13
NW,2008-10-26,132,Weather,51
AA,2008-10-25,133,Weather,9
NW,2008-10-26,146,Weather,53
B6,2008-10-25,148,Weather,155
NW,2008-10-25,153,Weather,19
DL,2008-10-25,167,Weather,23
AA,2008-10-25,185,Weather,2
WN,2008-10-27,211,Weather,1
B6,2008-10-25,217,Weather,112
AA,2008-10-25,269,Weather,24
WN,2008-10-27,270,Weather,74
WN,2008-10-27,304,Weather,76
WN,2008-10-27,304,Weather,6
B6,2008-10-26,312,Weather,25
UA,2008-10-27,322,Weather,19
AA,2008-10-27,333,Weather,7
NW,2008-10-26,337,Weather,105
WN,2008-10-27,343,Weather,16
AA,2008-10-26,346,Weather,11
AA,2008-10-26,347,Weather,4
AA,2008-10-26,350,Weather,2
AA,2008-10-26,352,Weather,5
AA,2008-10-26,354,Weather,6
WN,2008-10-27,361,Weather,19
AA,2008-10-26,363,Weather,12
AA,2008-10-25,375,Weather,4
F9,2008-10-27,387,Weather,3
UA,2008-10-27,397,Weather,154
NW,2008-10-26,398,Weather,59
AA,2008-10-26,408,Weather,14
AA,2008-10-25,443,Weather,12
WN,2008-10-27,446,Weather,45
CO,2008-10-25,449,Weather,78
AA,2008-10-26,462,Weather,7
B6,2008-10-26,482,Weather,26
AA,2008-10-26,485,Weather,1
WN,2008-10-27,495,Weather,11
AA,2008-10-25,497,Weather,9
AA,2008-10-25,497,Weather,23
F9,2008-10-26,505,Weather,775
NW,2008-10-25,534,Weather,43
NW,2008-10-26,534,Weather,2
CO,2008-10-25,539,Weather,11
WN,2008-10-27,549,Weather,12
CO,2008-10-25,549,Weather,104
WN,2008-10-27,550,Weather,10
UA,2008-10-27,573,Weather,44
AA,2008-10-26,580,Weather,4
WN,2008-10-27,588,Weather,65
AA,2008-10-26,593,Weather,6
AA,2008-10-26,597,Weather,6
B6,2008-10-25,606,Weather,251
AA,2008-10-25,613,Weather,30
F9,2008-10-27,618,Weather,7
AA,2008-10-26,635,Weather,5
B6,2008-10-25,647,Weather,121
CO,2008-10-26,647,Weather,5
UA,2008-10-25,649,Weather,20
UA,2008-10-25,655,Weather,7
CO,2008-10-25,676,Weather,9
DL,2008-10-25,677,Weather,4
NW,2008-10-25,678,Weather,64
UA,2008-10-25,689,Weather,135
NW,2008-10-26,716,Weather,30
F9,2008-10-27,720,Weather,11
WN,2008-10-27,728,Weather,7
NW,2008-10-27,780,Weather,17
CO,2008-10-25,784,Weather,1
DL,2008-10-26,797,Weather,2
WN,2008-10-26,821,Weather,17
WN,2008-10-27,821,Weather,145
WN,2008-10-27,821,Weather,7
AA,2008-10-26,827,Weather,8
UA,2008-10-25,847,Weather,13
DL,2008-10-25,849,Weather,249
AA,2008-10-26,860,Weather,8
AA,2008-10-26,867,Weather,7
AA,2008-10-26,874,Weather,5
WN,2008-10-27,875,Weather,50
UA,2008-10-27,901,Weather,21
AA,2008-10-27,1026,Weather,31
AA,2008-10-26,1032,Weather,4
CO,2008-10-25,1049,Weather,34
NW,2008-10-25,1086,Weather,41
AA,2008-10-26,1101,Weather,9
CO,2008-10-26,1115,Weather,19
WN,2008-10-27,1125,Weather,3
AA,2008-10-25,1136,Weather,27
DL,2008-10-25,1147,Weather,169
WN,2008-10-27,1166,Weather,22
CO,2008-10-26,1181,Weather,34
DL,2008-10-27,1220,Weather,14
NW,2008-10-26,1247,Weather,30
NW,2008-10-27,1247,Weather,20
NW,2008-10-26,1248,Weather,1
NW,2008-10-26,1251,Weather,15
NW,2008-10-27,1251,Weather,22
WN,2008-10-27,1275,Weather,176
AA,2008-10-25,1283,Weather,18
WN,2008-10-27,1286,Weather,61
B6,2008-10-25,1309,Weather,285
AA,2008-10-25,1317,Weather,8
AA,2008-10-26,1318,Weather,22
AA,2008-10-26,1377,Weather,4
WN,2008-10-27,1405,Weather,93
AA,2008-10-26,1423,Weather,10
US,2008-10-27,1439,Weather,18
CO,2008-10-25,1468,Weather,4
AA,2008-10-26,1473,Weather,3
AA,2008-10-26,1521,Weather,25
WN,2008-10-26,1525,Weather,62
NW,2008-10-26,1559,Weather,29
NW,2008-10-27,1559,Weather,33
WN,2008-10-27,1566,Weather,7
UA,2008-10-25,1575,Weather,15
WN,2008-10-26,1600,Weather,60
AA,2008-10-26,1609,Weather,6
AA,2008-10-25,1635,Weather,4
WN,2008-10-27,1644,Weather,83
CO,2008-10-26,1647,Weather,7
AA,2008-10-26,1659,Weather,8
